"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"JETS","NYSE",28.17,1.19%,3611138,2831.24,1.28,-0.88%,-10.91%,-2.76%,16.31%,0.36%,7.03%,Industrials,-4.09,-13.69,-10.24,-19.62,-3.49%,-8.12%,-0.99%,-0.49%
"CIBR","NASD",94.40,0.25%,1121848,1530.16,0.73,-0.97%,-5.97%,10.45%,44.56%,32.12%,24.88%,Technology,2.62,6.18,7.62,11.13,-1.37%,0.10%,21.30%,-0.21%
"PAVE","CBOE",54.08,1.35%,1140143,1870.53,0.61,-1.12%,-7.54%,-5.42%,7.09%,13.16%,14.72%,Infrastructure,3.12,5.08,21.71,25.87,-2.75%,-4.34%,0.11%,0.30%
"TAN","NYSE",47.15,0.23%,444474,1097.50,0.40,-1.19%,-9.90%,-24.32%,-13.88%,-4.01%,12.64%,Green Investing,-17.75,-32.64,15.57,35.34,-3.30%,-7.95%,-14.44%,-0.80%
"KRE","NYSE",73.90,0.12%,10365917,13015.89,0.80,-1.30%,-4.50%,2.14%,16.45%,14.03%,13.33%,Financials,-4.74,1.72,-0.61,-3.74,-1.14%,-2.14%,5.45%,-0.85%
"BOTZ","NASD",35.28,1.50%,1051297,780.64,1.35,-1.48%,-6.69%,-5.31%,-0.87%,-2.62%,3.13%,Robotics & Automation,5.48,7.47,15.87,19.89,-1.70%,-1.83%,-4.45%,0.17%
"WISE","NASD",34.71,1.32%,3969,6.88,0.58,-2.05%,-8.91%,-13.17%,3.37%,-10.91%,-16.76%,Robotics & Automation,0.00,-9.72,-17.37,-7.52,-3.45%,-3.07%,-7.38%,-0.31%
"OIH","NYSE",420.67,0.11%,234140,302.03,0.78,-2.13%,1.80%,-1.22%,12.94%,47.72%,61.69%,Energy,4.46,-10.54,3.39,20.94,-0.08%,5.47%,10.42%,-0.23%
"BLOK","NYSE",63.90,1.69%,119111,195.72,0.61,-2.16%,6.29%,1.11%,22.86%,12.32%,0.93%,Fintech,-1.66,-13.45,-8.69,-10.95,1.82%,3.80%,6.79%,0.46%
"XRT","NYSE",84.79,1.39%,2940016,4306.12,0.68,-2.24%,-4.49%,-3.29%,5.64%,-0.59%,-3.82%,Consumer Discretionary,-34.00,12.80,-13.56,10.14,-2.34%,-3.89%,-1.35%,0.37%
"IPO","NYSE",52.32,1.26%,22435,32.26,0.70,-2.45%,-7.12%,-4.99%,23.22%,14.61%,-1.54%,,-1.84,-8.53,-7.45,-21.14,-2.92%,-3.59%,5.67%,0.11%
"INDA","CBOE",48.57,0.96%,4119498,5436.80,0.76,-2.70%,-2.76%,1.63%,0.10%,-10.14%,-8.77%,,2.20,-2.88,-23.16,-22.56,-1.82%,-1.63%,-3.48%,0.08%
"CNBS","NYSE",27.79,-1.27%,16354,5.40,3.03,-2.72%,3.39%,-9.50%,20.97%,-2.04%,2.28%,Cannabis Based Businesses,-3.63,-8.24,-24.12,-27.16,-1.64%,3.39%,5.04%,-2.24%
"COPX","NYSE",88.53,-0.09%,3049014,3121.74,0.98,-2.98%,0.26%,6.46%,11.02%,23.32%,67.04%,Materials,-4.68,-4.44,33.95,75.13,-3.21%,5.00%,8.75%,-1.27%
"ITA","CBOE",219.01,0.32%,632162,665.80,0.95,-3.08%,-12.96%,-7.21%,-5.39%,2.01%,9.47%,Industrials,-1.43,0.77,-0.69,26.20,-5.96%,-8.09%,-4.71%,-0.58%
"KWEB","NYSE",24.60,0.65%,12892649,19242.71,0.67,-3.68%,-10.68%,-7.41%,-18.16%,-27.75%,-39.62%,Technology,-3.47,-14.50,-17.60,-11.00,-5.50%,-7.98%,-18.30%,-0.45%
"XHB","NYSE",98.46,1.60%,1869948,2339.92,0.80,-3.73%,-9.13%,-8.69%,-1.62%,-4.37%,-17.10%,Consumer Discretionary,-4.58,-12.50,-16.74,-22.37,-5.18%,-7.53%,-7.92%,0.52%
"KIE","NYSE",62.35,0.16%,1031094,1211.90,0.85,-3.78%,-1.83%,7.37%,12.97%,3.66%,5.11%,Financials,-2.90,31.71,13.32,-14.66,-1.67%,-2.29%,5.06%,-0.78%
"IAI","NYSE",190.51,0.39%,37271,77.47,0.48,-3.81%,0.58%,5.28%,18.05%,6.21%,6.61%,Financials,1.40,-5.18,-17.23,-11.72,-1.28%,0.07%,5.67%,-0.66%
"RING","NASD",85.47,1.08%,675250,803.05,0.84,-4.06%,8.07%,26.81%,0.11%,16.06%,43.36%,Materials,-4.35,-14.46,-23.77,-16.94,-1.12%,14.14%,9.61%,-1.27%
"ARKK","CBOE",83.58,0.63%,3263284,5540.82,0.59,-4.09%,2.72%,10.76%,18.32%,8.66%,6.74%,Innovation / Patent Based,-1.72,-12.85,-12.02,-25.00,-0.83%,4.38%,8.35%,-0.06%
"BOIL","NYSE",19.26,-0.10%,3695675,4360.94,0.85,-4.27%,-7.09%,-26.24%,-52.56%,-57.95%,-65.48%,,12.76,75.57,-27.30,-14.39,-2.48%,-8.37%,-43.26%,1.58%
"URA","NYSE",43.53,-3.27%,2858588,3205.12,0.89,-4.75%,-3.69%,-2.90%,-14.26%,1.87%,2.06%,Materials,0.10,1.14,16.65,41.82,-4.64%,0.74%,-10.30%,-3.55%
"SIL","NYSE",96.36,0.17%,711857,1191.46,0.60,-4.93%,5.53%,21.84%,-3.43%,15.37%,47.34%,Materials,-1.79,-2.71,-9.87,7.01,-1.14%,12.04%,6.77%,-1.98%
"XBI","NYSE",156.20,-0.40%,8412309,8846.11,0.95,-4.98%,-2.00%,17.67%,27.39%,28.11%,63.22%,Healthcare,2.44,9.97,5.50,13.67,-4.22%,-1.26%,14.65%,-1.31%
"IGV","CBOE",101.52,0.32%,5434350,13995.41,0.39,-5.08%,-1.51%,11.66%,19.45%,-3.95%,-9.68%,Technology,-5.88,-14.18,51.63,32.61,-2.43%,2.71%,8.44%,-0.37%
"IBUY","NYSE",68.42,1.16%,2939,15.31,0.19,-5.14%,-6.28%,2.36%,9.13%,-8.09%,-10.03%,Consumer Discretionary,0.00,0.67,-9.05,-15.95,-5.11%,-4.77%,-1.53%,0.35%
"IHI","NYSE",50.88,-0.04%,1771173,2803.38,0.63,-5.62%,-9.27%,2.44%,-7.44%,-18.13%,-17.64%,Healthcare,1.73,1.89,-3.98,-11.20,-6.43%,-4.26%,-8.09%,-0.68%
