"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"IGV","CBOE",106.01,-1.06%,7250715,12488.09,0.58,1.59%,3.54%,20.19%,32.93%,0.30%,-6.92%,Technology,-2.97,-12.47,46.92,26.39,0.47%,4.56%,13.19%,-1.39%
"CIBR","NASD",100.95,-2.17%,1137938,1622.27,0.70,1.08%,7.78%,18.26%,59.88%,41.29%,33.90%,Technology,3.43,7.87,9.95,12.52,2.38%,5.01%,27.43%,-2.30%
"PAVE","CBOE",53.47,0.75%,1556687,1744.18,0.89,0.96%,-4.87%,-9.13%,6.62%,11.89%,15.24%,Infrastructure,2.72,2.50,21.84,25.70,-0.57%,-4.21%,-1.46%,0.26%
"BOTZ","NASD",35.40,0.51%,370190,730.63,0.51,0.83%,-0.65%,-1.69%,6.34%,-2.29%,1.46%,Robotics & Automation,-0.43,2.14,9.65,13.87,0.19%,-0.78%,-4.08%,0.00%
"UFO","NASD",43.55,0.30%,270362,430.44,0.63,0.79%,-2.16%,-5.72%,-4.93%,12.68%,25.11%,Space Exploration & Technology,-0.99,-27.94,801.59,5131.91,0.29%,-2.63%,-7.83%,-0.07%
"XRT","NYSE",82.47,0.45%,3428908,3934.84,0.87,0.54%,-6.53%,-7.04%,3.14%,-3.31%,-3.74%,Consumer Discretionary,28.30,-21.90,-13.42,8.30,-2.24%,-5.46%,-3.97%,0.24%
"ITA","CBOE",213.81,0.49%,600235,690.67,0.87,-0.01%,-9.55%,-9.70%,-2.87%,-0.41%,5.27%,Industrials,-2.45,-1.26,-1.13,6.48,-2.51%,-8.30%,-7.21%,0.24%
"IHI","NYSE",51.60,0.51%,2111666,2777.37,0.76,-0.33%,-6.84%,1.12%,-4.95%,-16.98%,-12.97%,Healthcare,9.00,13.19,4.53,-3.62,-1.66%,-3.10%,-5.79%,0.57%
"INDA","CBOE",47.86,0.63%,3168163,5092.84,0.62,-0.33%,-3.80%,-3.43%,2.68%,-11.45%,-8.82%,,-5.21,-9.53,-28.81,-28.24,-1.61%,-2.64%,-4.31%,0.08%
"COPX","NYSE",86.73,0.56%,920416,2905.00,0.32,-0.63%,-9.22%,13.85%,22.34%,20.81%,54.27%,Materials,-6.23,-8.18,32.05,71.83,-2.60%,0.34%,5.12%,0.72%
"BLOK","NYSE",64.21,-1.12%,272259,195.38,1.39,-1.00%,1.21%,1.65%,26.87%,12.87%,-0.26%,Fintech,-1.37,-7.79,-9.19,-18.73,0.78%,3.57%,7.05%,-1.70%
"KWEB","NYSE",24.58,-0.45%,16278892,18442.25,0.88,-1.01%,-6.47%,2.67%,-12.84%,-27.81%,-41.03%,Technology,-3.42,-5.99,-17.70,-16.14,-2.00%,-7.02%,-16.60%,-0.24%
"XBI","NYSE",155.03,-0.65%,7670615,8695.04,0.88,-1.08%,-7.93%,-0.23%,25.13%,27.15%,61.73%,Healthcare,-3.82,0.79,6.26,14.60,-2.60%,-1.71%,12.35%,-1.13%
"IBUY","NYSE",66.81,0.86%,940,15.47,0.06,-1.16%,-9.53%,-3.99%,8.29%,-10.25%,-12.03%,Consumer Discretionary,2.93,3.64,-6.59,-13.81,-3.43%,-6.19%,-3.45%,0.70%
"OIH","NYSE",393.68,-0.13%,104592,272.23,0.38,-1.26%,-2.77%,4.83%,-4.74%,38.24%,49.55%,Energy,7.03,-5.17,4.72,22.92,-4.62%,-2.48%,1.94%,0.30%
"KRE","NYSE",71.55,0.86%,12305147,12737.76,0.97,-1.65%,-4.06%,-4.82%,10.98%,10.40%,11.99%,Financials,-8.56,-17.74,-13.07,-21.36,-2.17%,-4.50%,1.48%,0.46%
"URA","NYSE",40.91,0.12%,2072889,3135.27,0.66,-1.78%,-14.86%,-6.15%,-12.40%,-4.26%,-16.80%,Materials,-0.26,1.68,18.40,41.19,-6.40%,-5.42%,-15.37%,-0.34%
"EWZ","NYSE",36.82,-0.24%,15961399,21527.92,0.74,-1.87%,3.08%,6.20%,0.05%,15.90%,20.81%,,2.41,-11.77,15.27,29.03,-1.99%,1.66%,1.52%,0.44%
"ICLN","NASD",17.23,1.53%,6543948,6410.51,1.02,-1.88%,-2.55%,-11.64%,-4.44%,4.87%,13.65%,Green Investing,2.94,-11.99,17.84,26.29,-2.02%,-3.23%,-8.42%,0.82%
"IAI","NYSE",180.88,-0.11%,41069,75.72,0.54,-2.12%,-7.22%,2.88%,11.31%,0.84%,4.05%,Financials,3.56,-1.51,-16.20,-13.91,-4.03%,-4.40%,0.09%,-0.31%
"COAL","NYSE",24.45,-0.04%,24032,38.96,0.62,-2.20%,-8.87%,6.07%,-10.87%,7.19%,10.53%,Energy,4.38,-6.22,146.85,148.56,-7.80%,-3.29%,-3.44%,0.66%
"RING","NASD",81.35,0.94%,155586,763.50,0.20,-3.26%,-9.96%,23.33%,13.92%,10.47%,30.45%,Materials,4.84,-9.24,-21.06,-13.75,-3.79%,3.60%,3.40%,0.39%
"TAN","NYSE",44.06,1.36%,404053,995.50,0.41,-3.50%,-9.68%,-22.50%,-20.22%,-10.30%,0.80%,Green Investing,-18.87,-33.45,12.42,31.16,-5.34%,-10.59%,-19.89%,0.66%
"KIE","NYSE",59.71,0.07%,873783,1211.64,0.72,-3.62%,-6.88%,-2.19%,8.90%,-0.73%,2.09%,Financials,-5.32,22.06,-3.74,-35.51,-4.21%,-5.80%,0.42%,-0.22%
"SIL","NYSE",91.56,0.66%,509739,1121.11,0.45,-3.82%,-9.01%,16.76%,12.81%,9.63%,34.15%,Materials,-3.27,-4.27,-12.03,3.36,-4.37%,2.35%,0.42%,0.56%
"BOAT","NYSE",50.92,-0.74%,31310,48.59,0.64,-4.30%,6.19%,28.55%,27.05%,61.33%,58.48%,Industrials,34.55,49.68,80.93,73.94,-0.48%,7.03%,24.39%,-0.82%
"BETZ","NYSE",17.38,-0.31%,6305,12.63,0.50,-4.61%,-11.21%,-7.45%,-1.59%,-17.16%,-28.51%,Consumer Discretionary,-4.00,-20.72,-18.02,-29.79,-7.79%,-9.06%,-9.18%,0.00%
"XOP","NYSE",181.50,-1.39%,4696897,3113.98,1.51,-4.78%,-1.60%,17.34%,-2.06%,43.75%,33.37%,Energy,4.81,10.26,48.50,47.38,-4.64%,-0.44%,11.73%,0.03%
