"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KRE","NYSE",72.74,-1.77%,25908947,12844.72,2.02,-0.97%,-6.01%,0.34%,14.64%,12.24%,14.21%,Financials,-5.63,-4.21,-1.03,3.19,-1.96%,-3.56%,3.55%,-1.61%
"BOTZ","NASD",34.72,0.26%,510993,775.59,0.66,-1.31%,-8.20%,-8.34%,-1.87%,-4.17%,0.75%,Robotics & Automation,-0.33,2.78,9.84,12.94,-2.17%,-2.95%,-5.97%,-0.52%
"EWZ","NYSE",37.48,-0.79%,20790906,21100.16,0.99,-1.55%,10.33%,8.92%,2.10%,17.97%,22.54%,,-4.22,-12.76,13.24,25.95,2.04%,4.33%,3.74%,-0.05%
"ARKK","CBOE",83.18,-0.37%,5455649,5205.33,1.05,-1.63%,1.75%,5.18%,13.85%,8.14%,2.65%,Innovation / Patent Based,-1.42,-53.60,-12.37,-42.48,-1.85%,3.75%,7.70%,-0.83%
"XOP","NYSE",191.80,-3.96%,7190191,3124.84,2.30,-1.65%,4.61%,22.03%,12.77%,51.91%,43.76%,Energy,4.91,3.86,40.36,43.74,0.65%,7.03%,19.36%,-2.10%
"XRT","NYSE",82.73,-0.59%,5053084,4220.17,1.20,-1.86%,-5.49%,-5.00%,2.95%,-3.00%,-5.43%,Consumer Discretionary,-36.27,-1.90,-29.48,2.21,-4.04%,-5.98%,-3.77%,-0.83%
"ITA","CBOE",215.27,0.59%,839319,673.20,1.25,-1.90%,-14.30%,-10.12%,-7.57%,0.27%,6.63%,Industrials,-2.40,-0.65,-1.46,26.31,-5.32%,-8.91%,-6.42%,0.06%
"KWEB","NYSE",24.24,-0.98%,12226655,19091.70,0.64,-2.18%,-10.06%,-6.34%,-20.32%,-28.81%,-41.49%,Technology,-3.71,-12.68,-17.90,-14.15,-5.56%,-9.14%,-18.97%,-0.94%
"XHB","NYSE",96.80,-0.98%,2313662,2285.31,1.01,-2.45%,-10.53%,-11.87%,-5.17%,-5.98%,-15.84%,Consumer Discretionary,-5.98,-18.62,-18.55,-27.31,-5.39%,-8.40%,-9.36%,-1.26%
"INDA","CBOE",47.46,-0.27%,8451986,5282.62,1.60,-2.49%,-4.28%,-3.95%,-2.18%,-12.19%,-11.90%,,1.68,-2.94,-23.58,-22.97,-3.55%,-3.67%,-5.50%,-0.54%
"PAVE","CBOE",52.75,-0.17%,1305093,1850.29,0.71,-2.66%,-10.18%,-9.83%,3.70%,10.38%,13.49%,Infrastructure,3.32,5.33,22.20,26.41,-3.75%,-6.27%,-2.49%,-0.81%
"CNBS","NYSE",28.43,-0.33%,3290,5.18,0.64,-2.67%,6.11%,0.60%,20.81%,0.19%,5.26%,Cannabis Based Businesses,-3.57,-8.11,-23.82,-26.83,-0.32%,5.46%,6.96%,-0.61%
"WISE","NASD",33.94,-0.10%,2415,6.83,0.35,-2.71%,-9.37%,-15.62%,0.34%,-12.90%,-20.24%,Robotics & Automation,0.00,-9.83,-17.56,-7.61,-4.28%,-4.78%,-9.22%,-0.39%
"IPO","NYSE",51.38,0.55%,8421,28.51,0.30,-3.00%,-9.54%,-10.34%,15.89%,12.56%,-2.74%,,-1.87,-8.62,-7.52,-21.32,-3.40%,-4.66%,3.58%,-0.05%
"XBI","NYSE",154.18,0.10%,8833965,8887.67,0.99,-3.26%,-3.35%,13.92%,24.15%,26.45%,64.48%,Healthcare,0.92,9.37,6.93,15.59,-5.14%,-2.30%,12.75%,-0.12%
"IGPT","NYSE",93.71,0.94%,246770,185.07,1.33,-3.28%,-3.18%,-6.25%,48.46%,57.58%,74.34%,Robotics & Automation,3.17,9.90,23.22,28.02,0.92%,1.67%,20.99%,-0.54%
"ICLN","NASD",17.32,-0.69%,6054959,6298.96,0.96,-3.83%,-4.36%,-16.81%,-7.68%,5.42%,16.32%,Green Investing,-0.79,-18.28,8.47,16.05,-1.82%,-3.83%,-7.82%,-1.65%
"SMH","NASD",545.56,0.64%,5906851,9995.69,0.59,-5.00%,-8.17%,-11.44%,37.46%,51.49%,77.59%,Technology,-0.14,4.19,14.60,20.19,-2.11%,-3.63%,12.45%,-0.80%
"IAI","NYSE",181.16,-2.20%,89750,80.68,1.11,-5.46%,-5.15%,-3.51%,9.81%,1.00%,3.10%,Financials,1.44,-5.30,-17.56,-12.97,-5.70%,-4.77%,0.37%,-2.31%
"BLOK","NYSE",60.73,-0.42%,91059,186.36,0.49,-5.51%,-0.57%,-8.25%,11.90%,6.75%,-6.67%,Fintech,-2.55,-12.02,-9.71,-17.66,-3.54%,-1.30%,1.44%,-0.85%
"RING","NASD",81.58,-1.26%,1706633,798.36,2.14,-6.52%,1.62%,8.41%,-0.12%,10.78%,38.67%,Materials,-3.44,-12.76,-23.26,-16.25,-6.20%,7.60%,4.32%,-3.43%
"TAN","NYSE",44.62,-1.04%,1118423,1057.16,1.06,-6.54%,-12.37%,-26.35%,-22.72%,-9.16%,4.57%,Green Investing,-20.14,-35.21,15.45,36.37,-6.88%,-11.76%,-18.99%,-2.66%
"OIH","NYSE",399.85,-2.83%,320852,302.94,1.06,-6.87%,-6.27%,-1.56%,3.69%,40.41%,53.66%,Energy,5.54,-9.84,4.44,19.77,-4.40%,-0.39%,4.46%,-2.63%
"COAL","NYSE",25.82,-1.07%,19314,41.39,0.47,-9.08%,2.49%,2.66%,-2.68%,13.20%,20.71%,Energy,4.10,-9.46,126.34,127.68,-4.78%,3.23%,2.35%,-1.38%
"SIL","NYSE",90.93,-1.92%,852107,1176.97,0.72,-9.17%,0.23%,1.91%,-3.48%,8.87%,39.16%,Materials,-2.43,-2.96,-10.70,6.86,-7.15%,4.74%,0.39%,-3.96%
"COPX","NYSE",84.19,-0.47%,2303648,3096.63,0.74,-11.63%,-3.61%,-6.24%,8.06%,17.27%,56.69%,Materials,-5.92,-5.52,35.83,81.28,-7.75%,-0.73%,2.96%,-2.25%
"URA","NYSE",41.37,-0.96%,2853512,3156.51,0.90,-11.72%,-8.57%,-13.58%,-18.11%,-3.18%,-6.74%,Materials,0.75,1.95,18.87,46.27,-8.52%,-4.11%,-14.69%,-1.69%
