"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KIE","NYSE",63.07,-0.13%,925554,1218.93,0.76,-1.22%,-2.47%,14.40%,8.57%,4.85%,7.15%,Financials,-6.84,17.76,-0.05,-32.44,-1.16%,-0.63%,6.55%,-0.30%
"INDA","CBOE",49.58,-0.24%,6284766,5672.57,1.11,-1.29%,-1.16%,3.23%,-1.27%,-8.27%,-4.62%,,2.96,-2.81,-22.71,-22.44,-0.45%,0.36%,-1.84%,0.04%
"SMH","NASD",545.22,-2.05%,6063402,10937.87,0.55,-1.91%,-0.04%,-13.76%,39.42%,51.40%,87.82%,Technology,-3.47,6.05,13.85,20.84,-4.03%,-5.69%,14.98%,-0.23%
"BOTZ","NASD",35.15,-2.06%,837785,834.95,1.00,-1.95%,-2.17%,-13.51%,-4.74%,-2.98%,4.77%,Robotics & Automation,2.59,2.28,9.87,13.57,-4.01%,-2.79%,-4.69%,-0.51%
"BOAT","NYSE",48.65,-0.02%,17959,29.27,0.61,-2.23%,10.19%,19.09%,13.91%,54.14%,54.10%,Industrials,11.76,3.30,36.39,33.80,3.45%,11.36%,23.79%,-0.61%
"XRT","NYSE",85.92,-0.21%,4412676,4492.55,0.98,-2.24%,-6.06%,2.65%,0.32%,0.74%,2.05%,Consumer Discretionary,-7.03,-42.56,-23.83,-14.05,-2.79%,-2.93%,0.23%,0.35%
"KRE","NYSE",72.62,-1.28%,14067673,13565.65,1.04,-2.30%,-5.76%,4.43%,7.90%,12.05%,10.85%,Financials,-5.51,-0.95,-6.98,-6.84,-4.02%,-3.91%,4.36%,-1.00%
"ICLN","NASD",17.24,-0.35%,16267613,5862.23,2.77,-2.32%,-4.17%,-27.41%,-2.71%,4.93%,19.81%,Green Investing,-4.37,-8.89,13.92,22.04,-3.50%,-6.70%,-7.96%,0.12%
"IHI","NYSE",54.29,-1.24%,1946409,2839.88,0.69,-2.55%,0.15%,12.66%,-7.98%,-12.65%,-12.65%,Healthcare,2.00,3.86,-3.31,-10.36,-1.86%,2.81%,-2.53%,-1.97%
"KWEB","NYSE",25.69,-0.46%,10954487,20372.76,0.54,-2.73%,-10.61%,-9.32%,-13.82%,-24.55%,-32.71%,Technology,-1.44,-15.58,-15.20,-8.47,-5.09%,-3.45%,-15.89%,-0.02%
"IAI","NYSE",191.39,-1.58%,56559,86.84,0.65,-2.74%,2.17%,5.07%,11.81%,6.70%,9.88%,Financials,-0.00,-6.88,-18.00,-12.68,-0.11%,1.58%,6.63%,-0.71%
"WISE","NASD",34.90,-3.88%,4820,9.56,0.50,-2.98%,-1.67%,-21.85%,3.42%,-10.43%,-12.13%,Robotics & Automation,0.00,5.42,-16.60,-21.99,-5.44%,-3.54%,-7.29%,-0.48%
"PAVE","CBOE",53.92,-1.43%,2302689,1818.06,1.27,-3.07%,-6.29%,-5.22%,-0.63%,12.83%,15.93%,Infrastructure,-4.57,2.76,18.32,21.90,-5.49%,-5.62%,0.34%,-0.82%
"XBI","NYSE",163.40,0.55%,8441209,9058.26,0.93,-3.37%,10.92%,27.90%,32.31%,34.01%,81.86%,Healthcare,7.23,13.87,9.52,19.77,1.14%,3.96%,21.39%,1.02%
"ITA","CBOE",225.46,-1.27%,1021379,688.49,1.48,-3.77%,-8.38%,-1.26%,-7.97%,5.02%,13.63%,Industrials,1.64,-0.78,0.49,24.59,-7.22%,-6.30%,-1.61%,-0.76%
"ARKK","CBOE",83.08,-2.91%,4144823,5924.52,0.70,-3.81%,12.97%,3.97%,14.97%,8.01%,10.83%,Innovation / Patent Based,-3.70,-14.67,-13.74,-21.54,0.84%,4.88%,8.19%,-1.14%
"TAN","NYSE",46.86,-1.49%,715344,1222.27,0.59,-4.07%,-8.55%,-35.16%,-13.97%,-4.60%,12.78%,Green Investing,-20.13,-30.37,19.62,39.73,-6.81%,-11.01%,-14.97%,-0.19%
"UFO","NASD",42.75,-1.99%,214398,868.73,0.25,-4.13%,-5.94%,-30.17%,-5.82%,10.61%,26.14%,Space Exploration & Technology,-4.92,-39.43,788.47,5006.21,-7.65%,-7.32%,-7.84%,-0.58%
"IPO","NYSE",51.93,-2.50%,15187,35.72,0.43,-4.21%,-2.26%,-9.80%,21.59%,13.76%,4.30%,,-5.26,-6.64,-7.24,-19.51,-5.07%,-5.42%,5.61%,-0.99%
"IBUY","NYSE",71.34,-1.38%,18461,14.25,1.30,-4.21%,-2.24%,5.62%,9.59%,-4.16%,-2.76%,Consumer Discretionary,16.89,0.62,-8.50,-15.05,-2.81%,-0.57%,2.65%,-0.78%
"BETZ","NYSE",19.04,-1.58%,7570,39.02,0.19,-4.29%,0.11%,0.05%,5.17%,-9.25%,-24.47%,Consumer Discretionary,0.00,1.42,-13.35,-24.86,-1.59%,-1.00%,-1.36%,-1.04%
"XHB","NYSE",100.56,-2.19%,2260614,2410.84,0.94,-5.47%,-5.45%,-3.60%,-9.77%,-2.33%,-11.79%,Consumer Discretionary,-1.92,-15.38,-17.20,-23.25,-6.09%,-7.23%,-6.00%,-1.61%
"BLOK","NYSE",60.60,-3.06%,483614,249.40,1.94,-6.05%,-1.11%,-10.74%,15.06%,6.52%,1.81%,Fintech,-1.34,-15.47,-7.93,-10.22,-1.08%,-1.37%,1.64%,-1.16%
"JETS","NYSE",27.89,-2.14%,4475414,2736.34,1.64,-7.31%,-14.63%,-2.14%,1.68%,-0.64%,6.01%,Industrials,8.27,-10.21,-7.62,-17.46,-8.74%,-10.87%,-1.50%,-0.85%
"COPX","NYSE",89.24,-3.90%,5078925,3164.19,1.61,-7.35%,12.45%,-4.72%,2.55%,24.31%,79.16%,Materials,-2.58,-0.64,35.76,78.40,-1.04%,8.49%,11.13%,-2.15%
"SIL","NYSE",94.29,-3.74%,1401079,1310.72,1.07,-8.28%,24.41%,2.42%,-11.51%,12.90%,62.29%,Materials,-0.17,-3.20,-8.70,9.71,0.54%,13.56%,5.77%,0.06%
"URA","NYSE",43.94,-3.45%,2826063,3433.38,0.82,-8.72%,7.67%,-17.75%,-15.50%,2.83%,8.04%,Materials,1.53,1.17,16.82,42.08,-2.89%,2.17%,-9.34%,-0.75%
"RING","NASD",83.12,-3.93%,921177,749.80,1.23,-10.79%,26.67%,9.08%,-8.07%,12.87%,54.18%,Materials,-7.83,-15.76,-22.84,-15.82,0.28%,15.63%,7.65%,-0.41%
