"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"UFO","NASD",47.57,4.66%,637127,1277.95,0.50,8.53%,-5.45%,-7.29%,6.85%,23.08%,57.90%,Space Exploration & Technology,-18.96,4.41,619.78,1411.82,6.35%,-5.83%,4.68%,2.70%
"IPO","NYSE",55.70,4.84%,14055,39.94,0.35,8.39%,-4.97%,10.96%,25.65%,22.02%,17.21%,,-5.02,2.30,-2.09,-6.00,3.63%,0.54%,14.80%,3.57%
"ICLN","NASD",18.44,2.50%,12689343,6054.01,2.10,7.21%,-8.35%,-11.18%,1.15%,12.23%,35.89%,Green Investing,-9.45,8.11,14.62,23.48,0.76%,-8.22%,-1.16%,1.32%
"SIL","NYSE",78.59,3.69%,1255006,1395.36,0.90,6.22%,-1.39%,-9.56%,-15.78%,-5.90%,59.31%,Materials,-1.63,-6.40,-11.14,18.78,4.95%,-1.49%,-9.19%,1.17%
"CNBS","NYSE",25.70,3.28%,3718,10.34,0.36,6.13%,-3.56%,-9.46%,3.35%,-9.40%,26.87%,Cannabis Based Businesses,0.00,-14.65,-23.31,-21.86,-0.11%,-6.41%,-1.86%,1.68%
"ARKK","CBOE",76.76,4.38%,6615372,6740.17,0.98,5.95%,-8.19%,-1.88%,3.23%,-0.21%,4.31%,Innovation / Patent Based,-5.59,-7.86,-11.94,-26.88,1.30%,-0.88%,-0.52%,2.95%
"KWEB","NYSE",28.89,0.52%,14582762,25476.10,0.57,5.79%,12.90%,1.05%,-17.62%,-15.15%,-18.07%,Technology,-0.37,-9.43,-12.86,-2.32,6.46%,9.43%,-9.24%,1.28%
"OIH","NYSE",392.15,2.62%,226169,346.77,0.65,5.60%,8.98%,-11.58%,12.40%,37.71%,66.30%,Energy,-5.83,-14.38,4.35,17.45,2.92%,-0.63%,8.22%,3.31%
"RING","NASD",66.90,1.95%,222862,629.08,0.35,4.84%,-1.24%,-10.02%,-17.23%,-9.15%,43.35%,Materials,-7.36,-17.39,-21.65,-9.66,4.51%,-1.19%,-11.09%,-0.15%
"JETS","NYSE",33.40,2.23%,2382064,3307.69,0.72,4.83%,0.18%,31.39%,15.45%,18.99%,41.53%,Industrials,-12.49,-12.47,-12.94,-23.02,6.92%,8.96%,20.33%,0.75%
"BLOK","NYSE",62.15,1.42%,116641,304.19,0.38,4.54%,-2.08%,1.27%,6.46%,9.25%,8.22%,Fintech,-2.65,-9.91,-6.80,-9.59,2.09%,-1.40%,2.97%,1.94%
"XOP","NYSE",171.95,-1.34%,3197955,3598.56,0.89,3.35%,11.68%,-5.01%,26.66%,36.19%,38.57%,Energy,5.31,6.99,45.72,41.14,1.48%,4.60%,13.03%,0.33%
"IHI","NYSE",54.11,-0.18%,2413170,2971.97,0.81,2.70%,3.84%,8.37%,-9.27%,-12.94%,-11.44%,Healthcare,0.25,-1.17,-5.28,-13.84,5.32%,7.24%,-3.87%,0.24%
"PAVE","CBOE",58.58,1.81%,1719390,1946.44,0.88,2.59%,1.30%,4.25%,13.88%,22.58%,29.03%,Infrastructure,-2.28,3.49,15.94,20.72,3.35%,2.52%,10.89%,1.02%
"INDA","CBOE",50.53,0.74%,6289334,6410.76,0.98,2.33%,1.30%,3.91%,-5.16%,-6.51%,-3.72%,,-5.52,-2.06,-24.64,-29.66,3.16%,3.51%,-0.86%,0.46%
"ITA","CBOE",250.65,1.86%,552993,775.80,0.71,2.31%,-0.05%,16.95%,8.43%,16.75%,26.65%,Industrials,-0.56,-5.14,-1.04,22.63,5.43%,6.05%,10.87%,0.97%
"IBUY","NYSE",74.45,2.02%,86782,14.20,6.11,2.26%,5.53%,11.15%,2.69%,0.02%,4.41%,Consumer Discretionary,-3.15,-13.83,-21.61,-27.18,4.62%,7.62%,7.04%,1.72%
"BOAT","NYSE",43.96,-0.44%,24753,25.31,0.98,1.47%,10.42%,5.87%,22.19%,39.27%,44.46%,Industrials,0.00,-10.67,25.39,28.92,3.65%,6.24%,16.46%,-0.91%
"XBI","NYSE",151.88,3.10%,7819614,9013.16,0.87,1.40%,-5.55%,13.77%,19.26%,24.56%,74.94%,Healthcare,-4.14,3.12,2.13,13.56,-0.92%,3.94%,17.32%,2.09%
"KRE","NYSE",77.84,1.01%,13830425,14501.21,0.95,1.37%,3.02%,12.83%,11.14%,20.10%,30.49%,Financials,-18.29,-4.64,-3.87,2.60,2.61%,5.80%,14.37%,1.01%
"XRT","NYSE",92.35,0.97%,4869779,5293.09,0.92,0.91%,5.40%,10.45%,5.00%,8.28%,16.18%,Consumer Discretionary,-10.73,52.28,-0.70,115.66,3.68%,6.06%,8.46%,1.18%
"COAL","NYSE",22.89,1.77%,11873,52.54,0.23,0.28%,0.04%,-10.80%,-11.40%,0.35%,16.37%,Energy,-7.31,-23.09,165.74,240.81,-1.01%,-5.96%,-7.13%,2.88%
"EWZ","NYSE",36.09,-0.91%,24285267,23146.08,1.05,0.11%,3.35%,-7.56%,-3.63%,13.60%,34.47%,,-2.51,-12.82,24.52,38.15,0.83%,2.63%,1.77%,-1.61%
"IAI","NYSE",189.00,0.90%,44445,103.82,0.43,0.08%,-0.17%,7.41%,2.21%,5.37%,8.02%,Financials,-4.12,-13.98,-18.56,-10.63,0.15%,2.32%,6.32%,0.59%
"XHB","NYSE",109.61,3.06%,2088225,2715.95,0.77,-0.03%,-1.51%,8.10%,0.46%,6.46%,3.69%,Consumer Discretionary,-26.55,-9.67,-16.75,-10.22,2.09%,1.80%,2.51%,2.31%
"BOIL","NYSE",19.29,-6.77%,6405834,4066.34,1.58,-0.92%,-27.62%,-30.31%,-52.06%,-57.88%,-70.19%,,52.12,-9.15,-36.32,-13.71,-11.73%,-23.81%,-51.48%,-0.05%
"BETZ","NYSE",19.26,1.26%,13312,40.37,0.33,-2.04%,-0.28%,1.26%,4.15%,-8.20%,-20.85%,Consumer Discretionary,-7.22,-1.33,-13.52,-29.02,-0.17%,0.38%,-1.42%,0.47%
"KIE","NYSE",64.72,0.08%,1179553,1319.97,0.89,-2.60%,1.36%,15.04%,10.71%,7.60%,14.71%,Financials,25.63,30.02,7.11,-28.36,1.08%,6.59%,10.57%,0.53%
