"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BOIL","NYSE",19.35,-1.33%,3948185,4147.62,0.95,1.20%,-12.05%,-27.85%,-49.11%,-57.75%,-67.63%,,1.25,-1.18,-35.56,-32.00,-5.75%,-19.50%,-49.44%,-1.58%
"SIL","NYSE",89.55,0.98%,819406,1316.03,0.62,1.19%,24.53%,-9.62%,-7.36%,7.22%,66.45%,Materials,-0.26,-3.91,-8.87,14.65,11.36%,12.75%,2.63%,-0.36%
"ITA","CBOE",253.21,1.41%,409968,743.62,0.55,0.98%,9.67%,12.81%,8.90%,17.94%,29.20%,Industrials,1.13,-2.43,0.66,23.54,3.80%,5.60%,11.23%,1.16%
"SMH","NASD",587.82,-0.22%,5464454,11471.51,0.48,0.88%,3.32%,1.64%,44.74%,63.22%,94.69%,Technology,1.55,7.87,13.67,20.88,4.20%,-0.62%,27.22%,0.05%
"UFO","NASD",48.48,0.02%,198825,1178.23,0.17,0.73%,10.99%,-16.37%,13.70%,25.43%,58.04%,Space Exploration & Technology,-8.69,-5.56,406.85,685.04,6.36%,0.94%,5.78%,-0.10%
"RING","NASD",78.46,2.37%,189150,692.15,0.27,0.56%,27.76%,-3.91%,-7.25%,6.55%,59.96%,Materials,-12.44,-17.16,-21.72,-12.36,13.17%,15.61%,3.62%,0.81%
"BOTZ","NASD",37.74,-0.21%,429250,919.24,0.47,0.35%,6.22%,-8.22%,-0.58%,4.17%,11.29%,Robotics & Automation,2.09,2.86,9.29,13.04,5.21%,3.08%,2.16%,-0.21%
"URA","NYSE",44.93,-0.71%,1690633,3475.86,0.49,0.04%,14.88%,-14.42%,-13.18%,5.15%,15.12%,Materials,1.38,-0.43,16.56,42.65,7.52%,4.14%,-7.91%,-0.82%
"XBI","NYSE",157.41,0.35%,6320141,8861.52,0.71,0.03%,3.56%,16.73%,27.79%,29.10%,75.74%,Healthcare,0.19,6.27,5.59,17.04,2.85%,4.98%,19.81%,0.56%
"WISE","NASD",38.08,-0.99%,4101,11.17,0.37,-0.11%,11.08%,-5.48%,8.77%,-2.28%,-5.18%,Robotics & Automation,0.00,-2.85,-15.81,-4.19,6.99%,2.58%,-0.22%,1.29%
"PAVE","CBOE",58.59,0.48%,843475,1881.28,0.45,-0.17%,3.19%,3.10%,7.25%,22.60%,26.16%,Infrastructure,-1.39,2.11,16.17,20.52,1.90%,1.93%,10.01%,0.34%
"KIE","NYSE",64.25,0.45%,1021468,1271.29,0.80,-0.48%,1.23%,14.20%,11.01%,6.82%,9.83%,Financials,18.82,50.56,16.76,-18.13,-0.09%,3.53%,9.23%,0.36%
"ICLN","NASD",18.21,-0.82%,4726391,5987.61,0.79,-0.49%,-0.76%,-17.71%,-0.92%,10.83%,33.31%,Green Investing,-11.05,-7.47,6.74,14.29,0.98%,-5.65%,-2.75%,-0.22%
"INDA","CBOE",49.78,-0.40%,1885583,6175.80,0.31,-1.16%,2.24%,2.94%,-6.27%,-7.90%,-5.02%,,-4.56,-4.56,-23.99,-26.76,0.61%,1.37%,-1.98%,-0.20%
"MAGS","CBOE",68.26,-0.34%,2147858,4444.93,0.48,-1.27%,0.21%,-3.78%,10.58%,3.49%,12.57%,Technology,7.23,-6.98,4.51,47.17,2.58%,3.48%,4.68%,-0.35%
"IBUY","NYSE",73.54,-0.08%,5143,14.75,0.35,-1.40%,1.65%,15.41%,15.59%,-1.21%,0.15%,Consumer Discretionary,12.96,0.62,-8.38,-14.85,1.85%,4.68%,5.79%,-0.18%
"TAN","NYSE",51.97,-0.95%,503467,1413.45,0.36,-1.48%,-4.08%,-19.98%,-8.60%,5.80%,41.92%,Green Investing,-8.84,-8.27,36.78,56.08,0.62%,-6.92%,-5.77%,-0.13%
"XHB","NYSE",109.02,-0.47%,1287942,2672.22,0.48,-1.61%,-1.61%,8.92%,-8.47%,5.89%,-4.08%,Consumer Discretionary,-15.77,-6.12,-11.19,-7.18,1.05%,0.25%,1.93%,-0.37%
"XRT","NYSE",88.95,-0.38%,3456400,5061.56,0.68,-2.06%,-1.69%,10.66%,2.92%,4.29%,6.21%,Consumer Discretionary,35.64,71.82,1.82,57.01,-0.92%,1.00%,4.21%,-0.24%
"COPX","NYSE",85.70,0.21%,1624020,3329.41,0.49,-2.65%,14.76%,-4.12%,-1.66%,19.38%,84.30%,Materials,1.13,6.55,43.54,98.02,4.58%,6.50%,9.24%,0.27%
"JETS","NYSE",31.56,-0.94%,903297,3056.18,0.30,-3.01%,0.99%,20.37%,7.60%,12.43%,24.25%,Industrials,2.70,-4.69,-5.66,-16.01,0.14%,1.06%,12.59%,-0.79%
"EWZ","NYSE",33.93,0.47%,20639610,22096.35,0.93,-3.99%,-3.96%,-8.62%,-11.85%,6.80%,22.07%,,-4.10,-17.30,21.99,36.98,-4.52%,-3.01%,-4.83%,-0.24%
"KWEB","NYSE",27.01,0.60%,16045641,23559.67,0.68,-5.76%,-1.71%,-7.50%,-17.63%,-20.68%,-26.24%,Technology,0.00,-17.63,-13.53,-2.43,-2.48%,1.79%,-13.84%,0.82%
