"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"BETZ","NYSE",19.04,-0.11%,16564,40.55,0.41,0.11%,-2.31%,1.63%,4.85%,-9.25%,-19.93%,Consumer Discretionary,-0.96,-1.34,-13.53,-26.52,-0.78%,-0.93%,-2.18%,0.85%
"BOIL","NYSE",20.71,8.32%,6041841,4120.18,1.47,0.10%,-8.69%,-18.08%,-53.00%,-54.78%,-69.14%,,35.41,3.82,-30.86,-5.53,-1.34%,-16.26%,-46.96%,0.00%
"BOAT","NYSE",44.13,-0.58%,11477,24.95,0.46,-0.04%,8.97%,3.20%,21.08%,39.83%,41.85%,Industrials,5.49,-5.70,32.07,35.76,2.40%,6.15%,16.10%,-0.85%
"INDA","CBOE",50.14,-0.45%,4086717,6437.65,0.63,-0.04%,1.70%,0.60%,-5.89%,-7.23%,-3.80%,,-5.54,-2.07,-24.73,-29.17,1.83%,2.43%,-1.46%,-0.22%
"XRT","NYSE",90.59,-0.25%,5048005,5260.07,0.96,-0.95%,2.85%,6.93%,0.96%,6.21%,12.16%,Consumer Discretionary,59.54,94.00,47.19,135.03,0.90%,3.38%,6.24%,-0.57%
"KIE","NYSE",63.87,-1.07%,1547227,1315.91,1.18,-1.24%,0.65%,13.30%,7.16%,6.18%,12.17%,Financials,30.33,37.50,14.50,-23.69,-0.52%,4.10%,8.83%,-0.26%
"KRE","NYSE",76.03,-0.24%,7315141,14491.98,0.50,-1.34%,1.35%,8.85%,3.26%,17.31%,27.65%,Financials,-7.78,-2.70,1.73,15.41,-0.30%,2.58%,11.16%,0.25%
"EWZ","NYSE",35.19,-0.42%,21198548,22943.10,0.92,-3.38%,-2.06%,-10.05%,-6.31%,10.76%,26.97%,,-2.04,-13.19,25.55,39.93,-1.93%,0.22%,-1.10%,-0.31%
"BLOK","NYSE",59.08,-1.35%,106417,282.81,0.38,-3.59%,-5.71%,-8.25%,8.24%,3.85%,2.36%,Fintech,-3.26,-12.09,-7.48,-10.75,-2.15%,-5.58%,-1.78%,-1.12%
"JETS","NYSE",31.44,-3.38%,2532436,3162.68,0.80,-3.76%,-2.03%,14.41%,0.90%,12.01%,32.77%,Industrials,-3.55,-5.58,-5.56,-13.32,0.22%,1.47%,12.68%,-2.30%
