"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"CIBR","NASD",99.92,-0.68%,1290102,1611.86,0.80,2.02%,8.80%,32.47%,46.21%,39.85%,41.03%,Technology,1.60,4.00,4.54,11.83,7.54%,10.76%,32.26%,-0.40%
"IGV","CBOE",103.92,-1.04%,8251477,17421.49,0.47,1.88%,12.10%,14.59%,22.17%,-1.67%,-4.11%,Technology,-5.34,-1.79,58.50,18.17,9.16%,10.74%,10.18%,-0.46%
"WISE","NASD",37.95,0.56%,4042,11.19,0.36,1.14%,5.30%,-5.60%,3.35%,-2.60%,-2.60%,Robotics & Automation,0.00,-2.90,-16.07,-4.27,8.30%,1.25%,-0.85%,0.88%
"BOTZ","NASD",37.48,0.16%,395971,949.16,0.42,1.05%,4.49%,-9.27%,-1.73%,3.45%,12.52%,Robotics & Automation,1.80,3.10,9.03,12.80,5.57%,1.92%,1.46%,-0.21%
"UFO","NASD",47.95,0.15%,293065,1226.56,0.24,0.80%,5.36%,-14.83%,5.32%,24.06%,59.36%,Space Exploration & Technology,-9.82,1.21,429.90,747.06,6.73%,-1.57%,4.98%,0.06%
"XHB","NYSE",110.30,1.90%,1318731,2694.20,0.49,0.63%,3.02%,8.57%,-5.77%,7.13%,2.59%,Consumer Discretionary,-18.82,-4.66,-7.02,-2.46,2.19%,1.72%,3.12%,1.30%
"ITA","CBOE",251.90,0.31%,372004,756.45,0.49,0.50%,7.17%,11.47%,7.26%,17.33%,28.35%,Industrials,0.39,-2.88,0.40,23.24,4.47%,5.69%,10.90%,0.16%
"PAVE","CBOE",58.70,0.69%,1456331,1894.60,0.77,0.20%,4.39%,2.91%,6.94%,22.83%,29.01%,Infrastructure,-0.91,2.36,16.23,20.62,2.60%,2.31%,10.54%,0.36%
"BETZ","NYSE",19.22,0.95%,6250,40.65,0.15,-0.20%,-1.99%,4.97%,4.52%,-8.39%,-19.45%,Consumer Discretionary,-0.96,-1.34,-13.53,-26.51,0.21%,-0.05%,-1.17%,1.00%
"SMH","NASD",572.93,0.62%,4999970,11801.17,0.42,-0.48%,-2.17%,-0.59%,40.89%,59.09%,95.27%,Technology,1.31,8.14,14.36,21.93,1.98%,-3.52%,24.96%,-0.97%
"IAI","NYSE",187.98,-0.13%,89433,103.95,0.86,-0.54%,-0.39%,5.71%,3.69%,4.80%,7.58%,Financials,-3.46,-13.92,-18.48,-10.58,-0.28%,1.30%,5.50%,-0.18%
"MAGS","CBOE",68.44,-0.87%,2183686,4429.88,0.49,-0.75%,2.16%,-1.44%,7.21%,3.76%,14.26%,Technology,6.79,-9.56,1.96,45.99,2.88%,3.66%,5.00%,-1.07%
"INDA","CBOE",50.09,-0.10%,1968807,6438.97,0.31,-0.87%,2.66%,3.45%,-6.27%,-7.33%,-4.17%,,-5.51,-4.54,-24.62,-28.74,1.58%,2.26%,-1.51%,-0.12%
"BOAT","NYSE",43.48,-1.49%,19763,24.80,0.80,-1.09%,7.14%,2.15%,19.31%,37.75%,41.59%,Industrials,5.52,-5.72,32.23,35.95,0.68%,4.40%,14.18%,-1.48%
"IBUY","NYSE",73.56,-1.06%,1767,15.56,0.11,-1.20%,4.20%,13.70%,7.29%,-1.18%,3.69%,Consumer Discretionary,12.81,0.61,-8.31,-14.72,2.18%,5.25%,5.78%,-0.42%
"TAN","NYSE",52.70,1.62%,532142,1462.98,0.36,-1.26%,-0.79%,-16.42%,-10.25%,7.29%,43.99%,Green Investing,-11.73,-9.71,34.00,53.28,1.34%,-7.50%,-4.34%,-0.25%
"ICLN","NASD",18.20,0.66%,4793013,6158.10,0.78,-1.30%,-2.28%,-16.24%,-4.41%,10.77%,34.52%,Green Investing,-15.50,-10.33,2.58,10.13,0.70%,-7.14%,-2.67%,-0.55%
"IPO","NYSE",54.97,-0.29%,4281,39.69,0.11,-1.31%,-1.32%,10.61%,20.71%,20.42%,11.57%,,-4.81,0.48,-3.68,-7.41,3.14%,-0.81%,12.93%,-0.74%
"KRE","NYSE",76.81,1.03%,8300944,14446.78,0.57,-1.32%,2.25%,12.05%,4.62%,18.52%,29.31%,Financials,-6.79,-1.91,4.81,21.12,0.60%,3.43%,12.16%,0.92%
"KIE","NYSE",63.62,-0.39%,665788,1318.23,0.51,-1.70%,-1.30%,13.24%,10.55%,5.77%,11.26%,Financials,24.84,42.07,14.69,-22.70,-0.92%,3.41%,8.34%,-0.08%
"KWEB","NYSE",28.09,-3.54%,17937049,24069.90,0.75,-2.77%,7.09%,-5.07%,-18.20%,-17.50%,-20.85%,Technology,0.00,-11.67,-12.80,-2.28,1.44%,5.74%,-10.97%,-0.92%
"XRT","NYSE",89.63,-1.06%,3245957,5276.96,0.62,-2.95%,2.47%,9.76%,0.66%,5.09%,10.61%,Consumer Discretionary,46.79,122.22,32.83,85.91,-0.27%,2.16%,5.08%,-0.52%
"IGPT","NYSE",90.73,0.28%,63510,225.58,0.28,-3.42%,-4.02%,-2.59%,43.22%,52.56%,80.67%,Robotics & Automation,-4.63,12.81,18.46,24.43,1.16%,-4.77%,24.07%,-0.74%
"BLOK","NYSE",59.16,0.14%,80819,281.91,0.29,-4.81%,-2.71%,-9.21%,5.04%,3.99%,1.63%,Fintech,-3.31,-12.24,-7.58,-10.89,-1.84%,-5.18%,-1.58%,-0.90%
"JETS","NYSE",31.70,0.83%,1410841,3146.51,0.45,-5.09%,1.54%,19.13%,2.29%,12.93%,34.84%,Industrials,-0.80,-4.75,-5.73,-14.71,0.92%,2.15%,13.48%,0.41%
"EWZ","NYSE",33.98,-3.44%,34838628,22921.13,1.52,-5.85%,-3.98%,-12.11%,-11.56%,6.96%,23.35%,,-1.51,-13.45,25.41,39.87,-5.03%,-3.12%,-4.55%,-3.08%
