"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"KIE","NYSE",63.15,-1.19%,1289073,1219.10,1.06,-1.74%,-1.70%,14.11%,7.62%,4.99%,7.29%,Financials,-5.93,15.08,-2.13,-32.49,-1.17%,-0.35%,6.72%,-0.82%
"COPX","NYSE",92.86,-1.65%,2752175,3158.33,0.87,-1.77%,17.75%,3.11%,-0.79%,29.35%,86.43%,Materials,-2.33,-0.16,34.65,75.22,3.28%,13.01%,15.82%,-1.63%
"ITA","CBOE",228.35,-1.92%,613021,701.21,0.87,-2.16%,-4.72%,-0.68%,-8.87%,6.36%,15.08%,Industrials,2.39,-1.33,0.81,25.64,-6.51%,-5.18%,-0.31%,-1.07%
"PAVE","CBOE",54.70,-1.10%,1283626,1815.08,0.71,-2.18%,-2.95%,-2.29%,-1.21%,14.46%,17.61%,Infrastructure,-4.53,2.73,18.09,21.62,-4.52%,-4.43%,1.84%,-0.64%
"UFO","NASD",43.62,-0.82%,301919,927.53,0.33,-2.35%,-0.39%,-28.59%,-5.54%,12.86%,28.71%,Space Exploration & Technology,-4.89,-39.25,738.39,2369.97,-6.26%,-5.68%,-5.88%,-0.07%
"SIL","NYSE",97.95,-1.20%,1229121,1325.24,0.93,-2.41%,32.81%,7.06%,-16.27%,17.28%,68.59%,Materials,-0.17,-3.16,-8.58,10.00,5.33%,18.29%,10.02%,-0.71%
"BETZ","NYSE",19.35,-1.51%,3123,39.18,0.08,-2.53%,1.19%,1.19%,6.07%,-7.79%,-23.26%,Consumer Discretionary,0.00,1.40,-13.16,-24.56,-0.06%,0.57%,0.17%,-1.14%
"IBUY","NYSE",72.34,-1.78%,7339,14.32,0.51,-2.68%,1.22%,6.21%,10.34%,-2.82%,-1.39%,Consumer Discretionary,16.58,0.61,-8.38,-14.84,-1.66%,0.93%,4.06%,-1.48%
"BOAT","NYSE",48.66,-0.65%,23488,29.55,0.79,-3.05%,10.44%,19.32%,13.51%,54.17%,54.13%,Industrials,11.76,3.30,36.37,33.78,3.99%,11.74%,24.07%,-1.28%
"XRT","NYSE",86.10,-0.91%,3068691,4515.43,0.68,-3.10%,-4.10%,3.34%,-0.07%,0.95%,2.27%,Consumer Discretionary,20.62,-48.17,-23.69,-16.48,-2.94%,-2.72%,0.47%,-0.84%
"XHB","NYSE",102.81,-1.71%,1564569,2444.56,0.64,-3.27%,-0.85%,-0.41%,-9.14%,-0.15%,-9.82%,Consumer Discretionary,-8.12,-13.25,-17.28,-22.74,-4.39%,-5.30%,-3.92%,-0.79%
"JETS","NYSE",28.50,-2.33%,4392847,2721.81,1.61,-3.94%,-8.89%,-1.49%,2.89%,1.53%,8.32%,Industrials,10.45,-9.99,-7.45,-17.12,-7.58%,-9.10%,0.69%,-1.26%
"RING","NASD",86.52,-1.07%,437893,750.47,0.58,-5.17%,35.68%,14.61%,-12.65%,17.49%,60.49%,Materials,-9.51,-15.58,-22.60,-15.42,5.41%,20.80%,12.16%,-0.87%
