"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"AIBZ","NASD","Bitzero Holdings Inc","Technology","Software - Infrastructure",275.24,5.33,6.60%,722061,405.70,1.78,-22.75%,-29.87%,113.20%,41.76%,131.74%,,9.25%,,,,,0.92%,0.03%,2.00%,-21.51%,-21.18%,29.16%
"AGL","NYSE","Agilon Health Inc","Healthcare","Medical Care Facilities",1545.92,92.66,-6.54%,336120,407.90,0.82,-22.71%,-19.53%,232.11%,334.00%,438.17%,92.04%,9.83%,87.58%,1672.24%,-7.33%,,-2.49%,67.97%,7.34%,-17.64%,-11.59%,121.92%
"LPTH","NASD","Lightpath Technologies Inc","Technology","Electronic Components",623.13,9.39,-9.45%,4098691,3624.19,1.13,-22.59%,-35.55%,-26.06%,-16.53%,-13.06%,214.05%,10.06%,42.36%,19.17%,108.89%,,13.32%,59.78%,15.07%,-21.16%,-32.02%,-17.01%
"METC","NASD","Ramaco Resources Inc","Basic Materials","Coking Coal",595.19,9.63,-1.23%,2602417,1513.20,1.72,-22.59%,-24.05%,-33.86%,-58.06%,-46.50%,-53.64%,9.15%,23.57%,-55.83%,-9.69%,,-6.94%,62.74%,30.13%,-18.55%,-28.41%,-46.92%
"WULF","NASD","TeraWulf Inc","Financial","Capital Markets",7477.59,15.09,-11.70%,46185799,31270.41,1.48,-22.58%,-41.01%,-27.45%,-1.44%,31.33%,189.08%,8.22%,16.21%,-530.69%,-1.14%,,17.02%,83.14%,30.11%,-24.15%,-35.24%,-13.80%
"POWL","NASD","Powell Industries Inc","Industrials","Electrical Equipment & Parts",6790.49,186.39,-7.27%,1284505,760.25,1.69,-22.56%,-33.69%,-27.07%,26.43%,75.41%,139.66%,6.38%,12.08%,-1.12%,6.45%,20.48%,-0.03%,80.19%,8.37%,-20.07%,-29.98%,-1.68%
"MRVL","NASD","Marvell Technology Inc","Technology","Semiconductors",143100.23,163.40,-6.34%,24956085,41180.00,0.61,-22.56%,-41.17%,6.64%,97.03%,92.28%,114.04%,7.58%,42.65%,-81.00%,27.57%,47.74%,-6.05%,78.47%,3.74%,-23.57%,-31.61%,21.86%
"RXO","NYSE","RXO Inc","Industrials","Trucking",3676.08,22.29,-1.55%,1568461,2362.03,0.66,-22.33%,-18.08%,14.19%,53.41%,76.34%,35.42%,6.30%,234.92%,-15.39%,-0.56%,,0.53%,111.68%,9.05%,-17.00%,-15.56%,22.90%
"CRDO","NASD","Credo Technology Group Holding Ltd","Technology","Semiconductors",33090.50,177.45,-7.71%,6930254,8093.00,0.86,-22.26%,-27.77%,6.95%,36.95%,23.32%,62.23%,9.20%,76.76%,336.83%,157.02%,47.63%,-1.44%,74.67%,3.58%,-22.80%,-23.57%,7.25%
"AMD","NASD","Advanced Micro Devices Inc","Technology","Semiconductors",700440.78,429.56,-5.51%,31942838,33440.93,0.96,-22.23%,-20.38%,32.90%,70.44%,100.58%,142.09%,7.24%,79.93%,92.25%,37.85%,66.57%,-1.15%,68.37%,2.45%,-17.38%,-15.72%,38.94%
"ENTG","NASD","Entegris Inc","Technology","Semiconductor Equipment & Materials",16319.02,107.01,-9.44%,4867765,3316.45,1.47,-22.16%,-37.44%,-26.06%,-11.13%,27.01%,15.25%,5.62%,33.48%,45.12%,5.01%,25.28%,-2.78%,110.34%,5.61%,-21.85%,-25.50%,-10.00%
"RIOT","NASD","Riot Platforms Inc","Financial","Capital Markets",6897.48,18.24,-14.12%,23153305,17284.03,1.34,-21.98%,-34.27%,10.08%,3.93%,43.96%,34.12%,8.67%,-3.93%,-60.07%,3.61%,37.28%,7.20%,78.94%,15.36%,-13.93%,-25.24%,-1.59%
"POWI","NASD","Power Integrations Inc","Technology","Semiconductors",3152.08,56.57,-4.44%,743917,1140.91,0.65,-21.96%,-28.36%,-14.31%,23.19%,59.17%,11.49%,7.11%,6.88%,-61.60%,2.63%,28.79%,4.11%,113.13%,9.98%,-18.34%,-25.11%,4.62%
"SITM","NASD","SiTime Corp","Technology","Semiconductors",12199.56,462.16,-5.89%,510818,580.70,0.88,-21.76%,-34.95%,-10.38%,29.07%,30.85%,138.88%,6.86%,148.49%,80.39%,88.29%,73.96%,-4.05%,88.33%,5.29%,-21.02%,-29.57%,1.43%
"CLSK","NASD","Cleanspark Inc","Financial","Capital Markets",3081.87,12.01,-10.91%,24751015,22873.04,1.08,-21.63%,-21.86%,1.87%,-9.50%,18.68%,2.39%,7.14%,-400.37%,-208.50%,-24.93%,,6.00%,90.32%,31.66%,-11.37%,-21.57%,-8.93%
"KLIC","NASD","Kulicke & Soffa Industries Inc","Technology","Semiconductor Equipment & Materials",4336.30,82.86,-8.87%,1833375,1058.52,1.73,-21.53%,-35.83%,-0.14%,42.52%,81.87%,137.69%,6.88%,1556.80%,141.74%,49.78%,179.64%,3.55%,93.21%,5.09%,-21.96%,-24.28%,14.36%
"AAUC","NYSE","Allied Gold Corp","Basic Materials","Gold",2155.15,17.03,-18.28%,3191912,657.47,4.85,-21.48%,-27.22%,-43.48%,-46.28%,-25.57%,29.90%,4.01%,179.17%,-468.70%,13.77%,90.01%,25.30%,70.14%,2.90%,-22.19%,-29.55%,-33.71%
"INTT","AMEX","Intest Corp","Technology","Semiconductor Equipment & Materials",143.49,11.42,-10.43%,221553,323.31,0.69,-21.46%,-32.78%,-32.43%,23.73%,52.88%,59.05%,7.63%,677.78%,133.21%,27.21%,124.62%,7.77%,65.84%,3.41%,-20.59%,-29.08%,-7.07%
"MEI","NYSE","Methode Electronics Inc","Technology","Electronic Components",458.30,12.92,-12.76%,601337,972.64,0.62,-21.36%,-33.47%,62.31%,59.51%,94.58%,95.76%,8.15%,53.47%,101.43%,15.95%,,0.74%,89.73%,6.85%,-17.57%,-7.21%,43.50%
"ACHC","NASD","Acadia Healthcare Company Inc","Healthcare","Medical Care Facilities",2515.30,27.35,-16.34%,7921610,3134.36,2.53,-21.36%,-1.23%,-0.83%,102.89%,92.74%,22.87%,4.22%,-24.56%,-64.09%,-0.39%,0.72%,10.64%,139.63%,25.34%,-15.59%,-1.93%,25.11%
"CRML","NASD","Critical Metals Corp","Basic Materials","Other Industrial Metals & Mining",753.54,5.13,-9.36%,5090945,8123.39,0.63,-21.32%,-50.05%,-56.75%,-71.92%,-26.08%,51.78%,8.26%,-140.74%,-493.10%,,,3.26%,15.69%,24.64%,-29.76%,-44.14%,-52.03%
"ASYS","NASD","Amtech Systems Inc","Technology","Semiconductor Equipment & Materials",238.66,13.65,-7.02%,392850,435.80,0.90,-21.28%,-33.71%,-17.77%,-22.44%,8.76%,191.67%,6.92%,115.09%,103.51%,31.37%,,18.86%,70.61%,8.16%,-21.52%,-30.41%,-4.39%
"MYRG","NASD","MYR Group Inc","Industrials","Engineering & Construction",5014.80,322.06,-5.48%,499433,307.43,1.62,-21.27%,-35.73%,-2.69%,27.26%,47.40%,62.53%,7.30%,52.36%,105.66%,20.00%,30.02%,-0.11%,99.56%,5.13%,-20.30%,-25.97%,4.04%
"VECO","NASD","Veeco Instruments Inc","Technology","Semiconductor Equipment & Materials",2623.83,42.99,-5.89%,1271666,1535.58,0.83,-21.26%,-38.12%,-10.12%,33.26%,50.42%,98.57%,7.21%,22.75%,-102.67%,-5.35%,,6.35%,109.39%,12.00%,-20.85%,-30.28%,4.27%
"MNRO","NASD","Monro Inc","Consumer Cyclical","Auto Parts",414.18,13.26,-22.94%,2969851,1085.43,2.74,-21.24%,-21.85%,-22.03%,-33.82%,-33.86%,-18.78%,3.16%,-32.98%,68.06%,-7.17%,27.88%,-13.32%,102.34%,26.13%,-21.13%,-18.34%,-26.14%
"AMAT","NASD","Applied Materials Inc","Technology","Semiconductor Equipment & Materials",346523.59,436.45,-8.40%,10112775,9574.22,1.06,-21.21%,-37.17%,14.52%,31.18%,69.83%,131.65%,6.47%,30.38%,33.44%,11.41%,32.17%,-1.55%,81.84%,2.11%,-21.90%,-19.15%,17.78%
"SILC","NASD","Silicom Ltd","Technology","Communication Equipment",199.26,34.92,-8.15%,423001,179.87,2.35,-21.14%,-16.72%,26.80%,120.18%,137.55%,114.89%,9.27%,37.59%,15.23%,32.76%,,-3.53%,31.09%,2.18%,-16.93%,-18.78%,34.24%
"HQ","NASD","Horizon Quantum Holdings Ltd","Technology","Software - Infrastructure",367.67,11.55,-1.20%,382391,688.67,0.56,-21.11%,-50.85%,15.27%,-7.06%,-11.09%,-9.06%,16.44%,-40.74%,92.50%,,-28.28%,126.24%,5.39%,9.99%,-40.63%,-36.27%,-14.01%
"HIMS","NYSE","Hims & Hers Health Inc","Healthcare","Drug Manufacturers - Specialty & Generic",5786.44,25.00,-14.73%,29066677,18903.58,1.54,-21.09%,-25.13%,-10.43%,-15.77%,-23.01%,-58.52%,12.93%,-124.69%,-301.00%,3.77%,15.24%,-13.77%,66.29%,29.41%,-25.42%,-18.09%,-18.32%
"ACLS","NASD","Axcelis Technologies Inc","Technology","Semiconductor Equipment & Materials",3443.73,112.05,-6.65%,399206,620.47,0.64,-21.06%,-36.38%,-16.39%,23.08%,39.47%,53.14%,7.01%,-21.43%,-66.35%,3.32%,12.08%,-1.70%,110.14%,5.84%,-19.05%,-27.50%,1.36%
"LWLG","NASD","Lightwave Logic Inc","Basic Materials","Specialty Chemicals",823.56,5.34,-7.20%,2557242,6301.28,0.41,-21.05%,-41.78%,-53.76%,48.89%,64.97%,122.71%,9.08%,,-12.40%,27.27%,,4.74%,27.53%,14.79%,-19.35%,-40.23%,-23.56%
"LRCX","NASD","Lam Research Corp","Technology","Semiconductor Equipment & Materials",315581.61,252.35,-6.40%,15838646,11382.67,1.39,-20.97%,-38.59%,0.45%,5.82%,47.42%,155.05%,6.36%,37.57%,40.55%,23.76%,35.11%,-1.87%,84.44%,2.37%,-22.21%,-25.15%,5.38%
"AMRC","NYSE","Ameresco Inc","Industrials","Engineering & Construction",980.13,18.51,-5.85%,700044,595.76,1.18,-20.86%,-30.33%,-33.27%,-43.94%,-36.80%,3.52%,7.59%,25.32%,-230.41%,13.78%,33.68%,1.35%,67.89%,13.20%,-21.91%,-32.71%,-39.06%
"AAON","NASD","AAON Inc","Industrials","Building Products & Equipment",6951.84,84.87,-9.46%,2024594,1149.20,1.76,-20.81%,-32.49%,-3.64%,-7.61%,11.30%,4.51%,5.09%,67.78%,36.23%,54.30%,50.75%,-7.24%,87.33%,5.83%,-20.87%,-31.12%,-15.78%
"RDWR","NASD","Radware","Technology","Software - Infrastructure",1007.46,23.35,-17.23%,604025,242.39,2.49,-20.77%,-21.91%,-9.64%,-7.85%,-3.07%,-17.58%,3.73%,1.45%,-19.02%,10.73%,,4.92%,78.49%,2.52%,-21.79%,-20.31%,-10.26%
"KLAC","NASD","KLA Corp","Technology","Semiconductor Equipment & Materials",222315.00,170.19,-10.80%,20284896,12719.31,1.59,-20.73%,-38.87%,-5.92%,5.29%,40.06%,85.78%,5.44%,45.05%,14.76%,15.25%,25.86%,-2.61%,91.19%,2.17%,-22.22%,-22.98%,5.24%
"INIO","NASD","Innio NV","Industrials","Specialty Industrial Machinery",16327.50,21.77,-16.97%,7346086,6343.14,1.16,-20.65%,-43.19%,,,-29.77%,,11.24%,,,,,0.93%,0.05%,7.36%,-28.53%,-33.82%,-33.82%
"ARM","NASD","Arm Holdings Plc ADR","Technology","Semiconductors",239282.96,224.89,-8.11%,9058432,10157.80,0.89,-20.65%,-34.55%,13.21%,95.76%,105.74%,37.57%,6.10%,22.75%,48.63%,20.06%,31.56%,0.66%,8.01%,1.65%,-21.57%,-30.54%,18.92%
"AEIS","NASD","Advanced Energy Industries Inc","Industrials","Electrical Equipment & Parts",9602.17,252.49,-7.66%,1158370,943.18,1.23,-20.43%,-27.48%,-31.59%,-2.72%,20.59%,77.54%,6.37%,46.97%,144.16%,26.30%,36.46%,-0.23%,110.17%,4.75%,-15.72%,-21.21%,-11.63%
"ECG","NYSE","Everus Construction Group","Industrials","Engineering & Construction",5572.21,109.17,-6.88%,533067,644.48,0.83,-20.33%,-31.81%,-20.10%,16.32%,27.59%,47.33%,6.08%,16.07%,58.71%,25.44%,14.50%,-6.55%,80.45%,3.45%,-18.54%,-24.74%,-5.97%
"FEIM","NASD","Frequency Electronics Inc","Technology","Communication Equipment",569.41,57.69,-13.20%,2025260,241.07,8.40,-20.31%,-6.61%,18.29%,3.00%,7.15%,119.35%,8.65%,1270.37%,-245.43%,-22.96%,,7.90%,73.68%,10.39%,-10.45%,-13.64%,11.84%
"AOSL","NASD","Alpha & Omega Semiconductor Ltd","Technology","Semiconductors",829.05,27.70,-3.99%,848393,929.78,0.91,-20.29%,-38.73%,-30.00%,24.49%,39.83%,1.06%,7.20%,-433.64%,-26.37%,-0.51%,91.29%,-3.13%,73.62%,10.60%,-19.31%,-31.89%,-4.81%
"ADTN","NASD","ADTRAN Holdings Inc","Technology","Communication Equipment",674.71,8.33,-7.55%,2600856,2464.15,1.06,-20.29%,-39.42%,-48.45%,-13.05%,-4.14%,-12.41%,7.80%,127.72%,91.04%,15.48%,63.76%,11.37%,108.66%,17.08%,-28.48%,-40.35%,-27.87%
"RMBS","NASD","Rambus Inc","Technology","Semiconductors",8954.82,82.81,-5.63%,3991165,3017.12,1.32,-20.24%,-33.16%,-25.58%,-28.43%,-9.88%,13.21%,6.53%,21.45%,15.13%,20.43%,23.45%,11.29%,104.84%,4.27%,-20.48%,-34.37%,-24.12%
"AMSC","NASD","American Superconductor Corp","Industrials","Specialty Industrial Machinery",1291.03,26.64,-7.34%,1135555,1126.99,1.01,-20.24%,-33.12%,-43.92%,-17.19%,-7.44%,-38.73%,6.72%,-72.89%,209.58%,29.63%,-24.49%,-0.44%,70.03%,7.27%,-21.74%,-34.34%,-31.35%
"TSLA","NASD","Tesla Inc","Consumer Cyclical","Auto Manufacturers",1178229.07,298.32,-2.97%,38772918,47918.71,0.81,-20.24%,-27.56%,-20.66%,-30.77%,-33.67%,-7.12%,4.67%,5.42%,-5.50%,25.52%,23.62%,-0.90%,41.40%,2.56%,-20.21%,-24.41%,-27.72%
"INTC","NASD","Intel Corp","Technology","Semiconductors",413002.71,81.88,-5.12%,148073732,131731.60,1.12,-20.21%,-37.84%,-3.12%,86.39%,121.90%,301.18%,7.37%,251.36%,-223.64%,25.42%,92.34%,1.59%,60.93%,2.81%,-21.12%,-27.90%,23.13%
"WERN","NASD","Werner Enterprises Inc","Industrials","Trucking",2197.17,36.65,-4.33%,3167679,1176.71,2.69,-20.01%,-16.19%,6.54%,11.03%,22.13%,31.79%,5.07%,5752.50%,-85.41%,24.00%,,-0.69%,108.50%,7.53%,-15.82%,-13.78%,8.63%
